metric,method_a,method_b,rank_a,rank_b,rank_diff,critical_difference,significant
specificity,PBMSBAINGO-HGBKELM(F2-mode),BalancedRF,3.4,9.0,5.6,10.316121029759566,False
specificity,EasyEnsemble,MSBAINGO-KELM,6.4,11.8,5.4,10.316121029759566,False
specificity,TIS_NGO-KELM,NGO-KELM,8.6,14.0,5.4,10.316121029759566,False
specificity,BalancedRF,INGO-KELM,9.0,14.4,5.4,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Triad-mode),TIS_NGO-KELM,3.2,8.6,5.3999999999999995,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(F2-mode),TIS_NGO-KELM,3.4,8.6,5.199999999999999,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),EasyEnsemble,1.4,6.4,5.0,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Sensitivity-mode),BAINGO-KELM,5.6,10.6,5.0,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Sensitivity-mode),PBMSBAINGO-KELM,5.6,10.6,5.0,10.316121029759566,False
specificity,BalancedRF,NGO-KELM,9.0,14.0,5.0,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Triad-mode),RF_balanced,3.2,7.8,4.6,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(F2-mode),RF_balanced,3.4,7.8,4.4,10.316121029759566,False
specificity,RF_balanced,ExtraTrees_balanced,7.8,12.2,4.3999999999999995,10.316121029759566,False
specificity,BAINGO-KELM,LR_balanced,10.6,14.8,4.200000000000001,10.316121029759566,False
specificity,PBMSBAINGO-KELM,LR_balanced,10.6,14.8,4.200000000000001,10.316121029759566,False
specificity,HistGB,EasyEnsemble,2.2,6.4,4.2,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),PBMSBAINGO-HGBKELM(Sensitivity-mode),1.4,5.6,4.199999999999999,10.316121029759566,False
specificity,EasyEnsemble,BAINGO-KELM,6.4,10.6,4.199999999999999,10.316121029759566,False
specificity,EasyEnsemble,PBMSBAINGO-KELM,6.4,10.6,4.199999999999999,10.316121029759566,False
specificity,RF_balanced,MSBAINGO-KELM,7.8,11.8,4.000000000000001,10.316121029759566,False
specificity,BAINGO-KELM,INGO-KELM,10.6,14.4,3.8000000000000007,10.316121029759566,False
specificity,PBMSBAINGO-KELM,INGO-KELM,10.6,14.4,3.8000000000000007,10.316121029759566,False
specificity,TIS_NGO-KELM,ExtraTrees_balanced,8.6,12.2,3.5999999999999996,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Sensitivity-mode),BalancedRF,5.6,9.0,3.4000000000000004,10.316121029759566,False
specificity,BAINGO-KELM,NGO-KELM,10.6,14.0,3.4000000000000004,10.316121029759566,False
specificity,PBMSBAINGO-KELM,NGO-KELM,10.6,14.0,3.4000000000000004,10.316121029759566,False
specificity,HistGB,PBMSBAINGO-HGBKELM(Sensitivity-mode),2.2,5.6,3.3999999999999995,10.316121029759566,False
specificity,TIS_NGO-KELM,MSBAINGO-KELM,8.6,11.8,3.200000000000001,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Triad-mode),EasyEnsemble,3.2,6.4,3.2,10.316121029759566,False
specificity,BalancedRF,ExtraTrees_balanced,9.0,12.2,3.1999999999999993,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(F2-mode),EasyEnsemble,3.4,6.4,3.0000000000000004,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Sensitivity-mode),TIS_NGO-KELM,5.6,8.6,3.0,10.316121029759566,False
specificity,MSBAINGO-KELM,LR_balanced,11.8,14.8,3.0,10.316121029759566,False
specificity,BalancedRF,MSBAINGO-KELM,9.0,11.8,2.8000000000000007,10.316121029759566,False
specificity,RF_balanced,BAINGO-KELM,7.8,10.6,2.8,10.316121029759566,False
specificity,RF_balanced,PBMSBAINGO-KELM,7.8,10.6,2.8,10.316121029759566,False
specificity,ExtraTrees_balanced,LR_balanced,12.2,14.8,2.6000000000000014,10.316121029759566,False
specificity,EasyEnsemble,BalancedRF,6.4,9.0,2.5999999999999996,10.316121029759566,False
specificity,MSBAINGO-KELM,INGO-KELM,11.8,14.4,2.5999999999999996,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-HGBKELM(Sensitivity-mode),3.2,5.6,2.3999999999999995,10.316121029759566,False
specificity,ExtraTrees_balanced,INGO-KELM,12.2,14.4,2.200000000000001,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Sensitivity-mode),RF_balanced,5.6,7.8,2.2,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(F2-mode),PBMSBAINGO-HGBKELM(Sensitivity-mode),3.4,5.6,2.1999999999999997,10.316121029759566,False
specificity,EasyEnsemble,TIS_NGO-KELM,6.4,8.6,2.1999999999999993,10.316121029759566,False
specificity,MSBAINGO-KELM,NGO-KELM,11.8,14.0,2.1999999999999993,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),PBMSBAINGO-HGBKELM(F2-mode),1.4,3.4,2.0,10.316121029759566,False
specificity,TIS_NGO-KELM,BAINGO-KELM,8.6,10.6,2.0,10.316121029759566,False
specificity,TIS_NGO-KELM,PBMSBAINGO-KELM,8.6,10.6,2.0,10.316121029759566,False
specificity,ExtraTrees_balanced,NGO-KELM,12.2,14.0,1.8000000000000007,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),PBMSBAINGO-HGBKELM(Triad-mode),1.4,3.2,1.8000000000000003,10.316121029759566,False
specificity,BalancedRF,BAINGO-KELM,9.0,10.6,1.5999999999999996,10.316121029759566,False
specificity,BalancedRF,PBMSBAINGO-KELM,9.0,10.6,1.5999999999999996,10.316121029759566,False
specificity,BAINGO-KELM,ExtraTrees_balanced,10.6,12.2,1.5999999999999996,10.316121029759566,False
specificity,PBMSBAINGO-KELM,ExtraTrees_balanced,10.6,12.2,1.5999999999999996,10.316121029759566,False
specificity,EasyEnsemble,RF_balanced,6.4,7.8,1.3999999999999995,10.316121029759566,False
specificity,BAINGO-KELM,MSBAINGO-KELM,10.6,11.8,1.200000000000001,10.316121029759566,False
specificity,PBMSBAINGO-KELM,MSBAINGO-KELM,10.6,11.8,1.200000000000001,10.316121029759566,False
specificity,RF_balanced,BalancedRF,7.8,9.0,1.2000000000000002,10.316121029759566,False
specificity,HistGB,PBMSBAINGO-HGBKELM(F2-mode),2.2,3.4,1.1999999999999997,10.316121029759566,False
specificity,HistGB,PBMSBAINGO-HGBKELM(Triad-mode),2.2,3.2,1.0,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Sensitivity-mode),EasyEnsemble,5.6,6.4,0.8000000000000007,10.316121029759566,False
specificity,NGO-KELM,LR_balanced,14.0,14.8,0.8000000000000007,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(MCC-guarded),HistGB,1.4,2.2,0.8000000000000003,10.316121029759566,False
specificity,RF_balanced,TIS_NGO-KELM,7.8,8.6,0.7999999999999998,10.316121029759566,False
specificity,TIS_NGO-KELM,BalancedRF,8.6,9.0,0.40000000000000036,10.316121029759566,False
specificity,NGO-KELM,INGO-KELM,14.0,14.4,0.40000000000000036,10.316121029759566,False
specificity,INGO-KELM,LR_balanced,14.4,14.8,0.40000000000000036,10.316121029759566,False
specificity,MSBAINGO-KELM,ExtraTrees_balanced,11.8,12.2,0.3999999999999986,10.316121029759566,False
specificity,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-HGBKELM(F2-mode),3.2,3.4,0.19999999999999973,10.316121029759566,False
specificity,BAINGO-KELM,PBMSBAINGO-KELM,10.6,10.6,0.0,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),INGO-KELM,1.0,14.2,13.2,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),NGO-KELM,1.0,13.8,12.8,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),TIS_NGO-KELM,1.0,13.8,12.8,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-KELM,1.0,13.2,12.2,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),INGO-KELM,2.8,14.2,11.399999999999999,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),BAINGO-KELM,1.0,12.0,11.0,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),NGO-KELM,2.8,13.8,11.0,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),TIS_NGO-KELM,2.8,13.8,11.0,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),MSBAINGO-KELM,1.0,11.6,10.6,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(F2-mode),INGO-KELM,3.6,14.2,10.6,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),PBMSBAINGO-KELM,2.8,13.2,10.399999999999999,10.316121029759566,True
triad_score,HistGB,INGO-KELM,3.8,14.2,10.399999999999999,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(MCC-guarded),INGO-KELM,3.8,14.2,10.399999999999999,10.316121029759566,True
triad_score,PBMSBAINGO-HGBKELM(F2-mode),NGO-KELM,3.6,13.8,10.200000000000001,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(F2-mode),TIS_NGO-KELM,3.6,13.8,10.200000000000001,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),LR_balanced,1.0,11.2,10.2,10.316121029759566,False
triad_score,HistGB,NGO-KELM,3.8,13.8,10.0,10.316121029759566,False
triad_score,HistGB,TIS_NGO-KELM,3.8,13.8,10.0,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(MCC-guarded),NGO-KELM,3.8,13.8,10.0,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(MCC-guarded),TIS_NGO-KELM,3.8,13.8,10.0,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(F2-mode),PBMSBAINGO-KELM,3.6,13.2,9.6,10.316121029759566,False
triad_score,HistGB,PBMSBAINGO-KELM,3.8,13.2,9.399999999999999,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(MCC-guarded),PBMSBAINGO-KELM,3.8,13.2,9.399999999999999,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),ExtraTrees_balanced,1.0,10.2,9.2,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),BAINGO-KELM,2.8,12.0,9.2,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),MSBAINGO-KELM,2.8,11.6,8.8,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(F2-mode),BAINGO-KELM,3.6,12.0,8.4,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),LR_balanced,2.8,11.2,8.399999999999999,10.316121029759566,False
triad_score,HistGB,BAINGO-KELM,3.8,12.0,8.2,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(MCC-guarded),BAINGO-KELM,3.8,12.0,8.2,10.316121029759566,False
triad_score,EasyEnsemble,INGO-KELM,6.0,14.2,8.2,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(F2-mode),MSBAINGO-KELM,3.6,11.6,8.0,10.316121029759566,False
triad_score,EasyEnsemble,NGO-KELM,6.0,13.8,7.800000000000001,10.316121029759566,False
triad_score,EasyEnsemble,TIS_NGO-KELM,6.0,13.8,7.800000000000001,10.316121029759566,False
triad_score,HistGB,MSBAINGO-KELM,3.8,11.6,7.8,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(MCC-guarded),MSBAINGO-KELM,3.8,11.6,7.8,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(F2-mode),LR_balanced,3.6,11.2,7.6,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),ExtraTrees_balanced,2.8,10.2,7.3999999999999995,10.316121029759566,False
triad_score,HistGB,LR_balanced,3.8,11.2,7.3999999999999995,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(MCC-guarded),LR_balanced,3.8,11.2,7.3999999999999995,10.316121029759566,False
triad_score,EasyEnsemble,PBMSBAINGO-KELM,6.0,13.2,7.199999999999999,10.316121029759566,False
triad_score,RF_balanced,INGO-KELM,7.0,14.2,7.199999999999999,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),BalancedRF,1.0,8.0,7.0,10.316121029759566,False
triad_score,RF_balanced,NGO-KELM,7.0,13.8,6.800000000000001,10.316121029759566,False
triad_score,RF_balanced,TIS_NGO-KELM,7.0,13.8,6.800000000000001,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(F2-mode),ExtraTrees_balanced,3.6,10.2,6.6,10.316121029759566,False
triad_score,HistGB,ExtraTrees_balanced,3.8,10.2,6.3999999999999995,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(MCC-guarded),ExtraTrees_balanced,3.8,10.2,6.3999999999999995,10.316121029759566,False
triad_score,RF_balanced,PBMSBAINGO-KELM,7.0,13.2,6.199999999999999,10.316121029759566,False
triad_score,BalancedRF,INGO-KELM,8.0,14.2,6.199999999999999,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),RF_balanced,1.0,7.0,6.0,10.316121029759566,False
triad_score,EasyEnsemble,BAINGO-KELM,6.0,12.0,6.0,10.316121029759566,False
triad_score,BalancedRF,NGO-KELM,8.0,13.8,5.800000000000001,10.316121029759566,False
triad_score,BalancedRF,TIS_NGO-KELM,8.0,13.8,5.800000000000001,10.316121029759566,False
triad_score,EasyEnsemble,MSBAINGO-KELM,6.0,11.6,5.6,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),BalancedRF,2.8,8.0,5.2,10.316121029759566,False
triad_score,EasyEnsemble,LR_balanced,6.0,11.2,5.199999999999999,10.316121029759566,False
triad_score,BalancedRF,PBMSBAINGO-KELM,8.0,13.2,5.199999999999999,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),EasyEnsemble,1.0,6.0,5.0,10.316121029759566,False
triad_score,RF_balanced,BAINGO-KELM,7.0,12.0,5.0,10.316121029759566,False
triad_score,RF_balanced,MSBAINGO-KELM,7.0,11.6,4.6,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(F2-mode),BalancedRF,3.6,8.0,4.4,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),RF_balanced,2.8,7.0,4.2,10.316121029759566,False
triad_score,HistGB,BalancedRF,3.8,8.0,4.2,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(MCC-guarded),BalancedRF,3.8,8.0,4.2,10.316121029759566,False
triad_score,EasyEnsemble,ExtraTrees_balanced,6.0,10.2,4.199999999999999,10.316121029759566,False
triad_score,RF_balanced,LR_balanced,7.0,11.2,4.199999999999999,10.316121029759566,False
triad_score,BalancedRF,BAINGO-KELM,8.0,12.0,4.0,10.316121029759566,False
triad_score,ExtraTrees_balanced,INGO-KELM,10.2,14.2,4.0,10.316121029759566,False
triad_score,ExtraTrees_balanced,NGO-KELM,10.2,13.8,3.6000000000000014,10.316121029759566,False
triad_score,ExtraTrees_balanced,TIS_NGO-KELM,10.2,13.8,3.6000000000000014,10.316121029759566,False
triad_score,BalancedRF,MSBAINGO-KELM,8.0,11.6,3.5999999999999996,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(F2-mode),RF_balanced,3.6,7.0,3.4,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),EasyEnsemble,2.8,6.0,3.2,10.316121029759566,False
triad_score,HistGB,RF_balanced,3.8,7.0,3.2,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(MCC-guarded),RF_balanced,3.8,7.0,3.2,10.316121029759566,False
triad_score,RF_balanced,ExtraTrees_balanced,7.0,10.2,3.1999999999999993,10.316121029759566,False
triad_score,BalancedRF,LR_balanced,8.0,11.2,3.1999999999999993,10.316121029759566,False
triad_score,ExtraTrees_balanced,PBMSBAINGO-KELM,10.2,13.2,3.0,10.316121029759566,False
triad_score,LR_balanced,INGO-KELM,11.2,14.2,3.0,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),HistGB,1.0,3.8,2.8,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-HGBKELM(MCC-guarded),1.0,3.8,2.8,10.316121029759566,False
triad_score,LR_balanced,NGO-KELM,11.2,13.8,2.6000000000000014,10.316121029759566,False
triad_score,LR_balanced,TIS_NGO-KELM,11.2,13.8,2.6000000000000014,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-HGBKELM(F2-mode),1.0,3.6,2.6,10.316121029759566,False
triad_score,MSBAINGO-KELM,INGO-KELM,11.6,14.2,2.5999999999999996,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(F2-mode),EasyEnsemble,3.6,6.0,2.4,10.316121029759566,False
triad_score,MSBAINGO-KELM,NGO-KELM,11.6,13.8,2.200000000000001,10.316121029759566,False
triad_score,MSBAINGO-KELM,TIS_NGO-KELM,11.6,13.8,2.200000000000001,10.316121029759566,False
triad_score,HistGB,EasyEnsemble,3.8,6.0,2.2,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(MCC-guarded),EasyEnsemble,3.8,6.0,2.2,10.316121029759566,False
triad_score,BalancedRF,ExtraTrees_balanced,8.0,10.2,2.1999999999999993,10.316121029759566,False
triad_score,BAINGO-KELM,INGO-KELM,12.0,14.2,2.1999999999999993,10.316121029759566,False
triad_score,EasyEnsemble,BalancedRF,6.0,8.0,2.0,10.316121029759566,False
triad_score,LR_balanced,PBMSBAINGO-KELM,11.2,13.2,2.0,10.316121029759566,False
triad_score,ExtraTrees_balanced,BAINGO-KELM,10.2,12.0,1.8000000000000007,10.316121029759566,False
triad_score,BAINGO-KELM,NGO-KELM,12.0,13.8,1.8000000000000007,10.316121029759566,False
triad_score,BAINGO-KELM,TIS_NGO-KELM,12.0,13.8,1.8000000000000007,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Triad-mode),PBMSBAINGO-HGBKELM(Sensitivity-mode),1.0,2.8,1.7999999999999998,10.316121029759566,False
triad_score,MSBAINGO-KELM,PBMSBAINGO-KELM,11.6,13.2,1.5999999999999996,10.316121029759566,False
triad_score,ExtraTrees_balanced,MSBAINGO-KELM,10.2,11.6,1.4000000000000004,10.316121029759566,False
triad_score,BAINGO-KELM,PBMSBAINGO-KELM,12.0,13.2,1.1999999999999993,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),HistGB,2.8,3.8,1.0,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),PBMSBAINGO-HGBKELM(MCC-guarded),2.8,3.8,1.0,10.316121029759566,False
triad_score,EasyEnsemble,RF_balanced,6.0,7.0,1.0,10.316121029759566,False
triad_score,RF_balanced,BalancedRF,7.0,8.0,1.0,10.316121029759566,False
triad_score,ExtraTrees_balanced,LR_balanced,10.2,11.2,1.0,10.316121029759566,False
triad_score,PBMSBAINGO-KELM,INGO-KELM,13.2,14.2,1.0,10.316121029759566,False
triad_score,LR_balanced,BAINGO-KELM,11.2,12.0,0.8000000000000007,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(Sensitivity-mode),PBMSBAINGO-HGBKELM(F2-mode),2.8,3.6,0.8000000000000003,10.316121029759566,False
triad_score,PBMSBAINGO-KELM,NGO-KELM,13.2,13.8,0.6000000000000014,10.316121029759566,False
triad_score,PBMSBAINGO-KELM,TIS_NGO-KELM,13.2,13.8,0.6000000000000014,10.316121029759566,False
triad_score,LR_balanced,MSBAINGO-KELM,11.2,11.6,0.40000000000000036,10.316121029759566,False
triad_score,MSBAINGO-KELM,BAINGO-KELM,11.6,12.0,0.40000000000000036,10.316121029759566,False
triad_score,NGO-KELM,INGO-KELM,13.8,14.2,0.3999999999999986,10.316121029759566,False
triad_score,TIS_NGO-KELM,INGO-KELM,13.8,14.2,0.3999999999999986,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(F2-mode),HistGB,3.6,3.8,0.19999999999999973,10.316121029759566,False
triad_score,PBMSBAINGO-HGBKELM(F2-mode),PBMSBAINGO-HGBKELM(MCC-guarded),3.6,3.8,0.19999999999999973,10.316121029759566,False
triad_score,HistGB,PBMSBAINGO-HGBKELM(MCC-guarded),3.8,3.8,0.0,10.316121029759566,False
triad_score,NGO-KELM,TIS_NGO-KELM,13.8,13.8,0.0,10.316121029759566,False
