dataset,seed,method,cost_ratio,normalized_cost
4year.arff,3,Triad_risk_fusion,2,0.10927901713546719
4year.arff,3,Triad_risk_fusion,5,0.12788083192804947
4year.arff,3,Triad_risk_fusion,10,0.1500115393491807
4year.arff,3,Triad_risk_fusion,20,0.1767805541390447
4year.arff,3,Triad_risk_fusion,50,0.2098167663533656
4year.arff,4,Triad_risk_fusion,1,0.07794417971409122
4year.arff,4,Triad_risk_fusion,2,0.09473003556417717
4year.arff,4,Triad_risk_fusion,5,0.13631253513209668
4year.arff,4,Triad_risk_fusion,10,0.18578352180936994
4year.arff,4,Triad_risk_fusion,20,0.24562298147203807
4year.arff,4,Triad_risk_fusion,50,0.31947213519415174
4year.arff,5,Triad_risk_fusion,1,0.09257998638529612
4year.arff,5,Triad_risk_fusion,2,0.1037827352085354
4year.arff,5,Triad_risk_fusion,5,0.1315345699831366
4year.arff,5,Triad_risk_fusion,10,0.16455111931687053
4year.arff,5,Triad_risk_fusion,20,0.20448750637429883
4year.arff,5,Triad_risk_fusion,50,0.2537738536029621
4year.arff,6,Triad_risk_fusion,1,0.095643294758339
4year.arff,6,Triad_risk_fusion,2,0.1037827352085354
4year.arff,6,Triad_risk_fusion,5,0.1239460370994941
4year.arff,6,Triad_risk_fusion,10,0.1479344564966536
4year.arff,6,Triad_risk_fusion,20,0.17695053544110148
4year.arff,6,Triad_risk_fusion,50,0.21275989746510965
4year.arff,7,Triad_risk_fusion,1,0.10006807351940095
4year.arff,7,Triad_risk_fusion,2,0.1079857743291303
4year.arff,7,Triad_risk_fusion,5,0.12759977515458124
4year.arff,7,Triad_risk_fusion,10,0.1509346872836372
4year.arff,7,Triad_risk_fusion,20,0.17916029236783954
4year.arff,7,Triad_risk_fusion,50,0.21399411373777652
4year.arff,8,Triad_risk_fusion,1,0.09598366235534377
4year.arff,8,Triad_risk_fusion,2,0.10636922082120918
4year.arff,8,Triad_risk_fusion,5,0.13209668353007306
4year.arff,8,Triad_risk_fusion,10,0.16270482344795753
4year.arff,8,Triad_risk_fusion,20,0.19972802991670915
4year.arff,8,Triad_risk_fusion,50,0.2454191588341403
4year.arff,9,Triad_risk_fusion,1,0.057862491490810075
4year.arff,9,Triad_risk_fusion,2,0.07533139346912383
4year.arff,9,Triad_risk_fusion,5,0.11860595840359753
4year.arff,9,Triad_risk_fusion,10,0.1700900069236095
4year.arff,9,Triad_risk_fusion,20,0.2323644399116097
4year.arff,9,Triad_risk_fusion,50,0.3092186461596886
4year.arff,10,Triad_risk_fusion,1,0.08270932607215793
4year.arff,10,Triad_risk_fusion,2,0.09311348205625607
4year.arff,10,Triad_risk_fusion,5,0.11888701517706576
4year.arff,10,Triad_risk_fusion,10,0.14954996538195245
4year.arff,10,Triad_risk_fusion,20,0.18663946965833758
4year.arff,10,Triad_risk_fusion,50,0.23241241811449728
5year.arff,1,Triad_risk_fusion,1,0.06542583192329385
5year.arff,1,Triad_risk_fusion,2,0.07120253164556962
5year.arff,1,Triad_risk_fusion,5,0.0847682119205298
5year.arff,1,Triad_risk_fusion,10,0.09965277777777778
5year.arff,1,Triad_risk_fusion,20,0.11605839416058394
5year.arff,1,Triad_risk_fusion,50,0.13423076923076924
5year.arff,2,Triad_risk_fusion,1,0.03835307388606881
5year.arff,2,Triad_risk_fusion,2,0.06487341772151899
5year.arff,2,Triad_risk_fusion,5,0.1271523178807947
5year.arff,2,Triad_risk_fusion,10,0.1954861111111111
5year.arff,2,Triad_risk_fusion,20,0.2708029197080292
5year.arff,2,Triad_risk_fusion,50,0.35423076923076924
5year.arff,3,Triad_risk_fusion,1,0.05301748448956571
5year.arff,3,Triad_risk_fusion,2,0.0669831223628692
5year.arff,3,Triad_risk_fusion,5,0.09977924944812362
5year.arff,3,Triad_risk_fusion,10,0.13576388888888888
5year.arff,3,Triad_risk_fusion,20,0.1754257907542579
5year.arff,3,Triad_risk_fusion,50,0.21935897435897436
5year.arff,4,Triad_risk_fusion,1,0.09306260575296109
5year.arff,4,Triad_risk_fusion,2,0.10337552742616034
5year.arff,4,Triad_risk_fusion,5,0.12759381898454747
5year.arff,4,Triad_risk_fusion,10,0.15416666666666667
5year.arff,4,Triad_risk_fusion,20,0.1834549878345499
5year.arff,4,Triad_risk_fusion,50,0.2158974358974359
5year.arff,5,Triad_risk_fusion,1,0.06598984771573604
5year.arff,5,Triad_risk_fusion,2,0.0770042194092827
5year.arff,5,Triad_risk_fusion,5,0.10286975717439294
5year.arff,5,Triad_risk_fusion,10,0.13125
5year.arff,5,Triad_risk_fusion,20,0.16253041362530413
5year.arff,5,Triad_risk_fusion,50,0.1971794871794872
5year.arff,6,Triad_risk_fusion,1,0.07670614777213762
5year.arff,6,Triad_risk_fusion,2,0.08913502109704641
5year.arff,6,Triad_risk_fusion,5,0.11832229580573951
5year.arff,6,Triad_risk_fusion,10,0.15034722222222222
5year.arff,6,Triad_risk_fusion,20,0.18564476885644768
5year.arff,6,Triad_risk_fusion,50,0.22474358974358974
5year.arff,7,Triad_risk_fusion,1,0.044557247602932885
5year.arff,7,Triad_risk_fusion,2,0.06962025316455696
5year.arff,7,Triad_risk_fusion,5,0.12847682119205298
5year.arff,7,Triad_risk_fusion,10,0.19305555555555556
5year.arff,7,Triad_risk_fusion,20,0.26423357664233577
5year.arff,7,Triad_risk_fusion,50,0.34307692307692306
5year.arff,8,Triad_risk_fusion,1,0.08347433728144388
5year.arff,8,Triad_risk_fusion,2,0.0938818565400844
5year.arff,8,Triad_risk_fusion,5,0.11832229580573951
5year.arff,8,Triad_risk_fusion,10,0.1451388888888889
5year.arff,8,Triad_risk_fusion,20,0.17469586374695864
5year.arff,8,Triad_risk_fusion,50,0.20743589743589744
5year.arff,9,Triad_risk_fusion,1,0.04060913705583756
5year.arff,9,Triad_risk_fusion,2,0.06540084388185655
5year.arff,9,Triad_risk_fusion,5,0.12362030905077263
5year.arff,9,Triad_risk_fusion,10,0.1875
5year.arff,9,Triad_risk_fusion,20,0.25790754257907544
5year.arff,9,Triad_risk_fusion,50,0.33589743589743587
5year.arff,10,Triad_risk_fusion,1,0.06204173716864072
5year.arff,10,Triad_risk_fusion,2,0.07753164556962025
5year.arff,10,Triad_risk_fusion,5,0.11390728476821192
5year.arff,10,Triad_risk_fusion,10,0.15381944444444445
5year.arff,10,Triad_risk_fusion,20,0.1978102189781022
5year.arff,10,Triad_risk_fusion,50,0.24653846153846154
